RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
FIAMBRERIAS Y DIETETICAS;149;2017;2;1
FIAMBRERIAS Y DIETETICAS;151;2017;1;1
FIAMBRERIAS Y DIETETICAS;158;2017;1;1
FIAMBRERIAS Y DIETETICAS;159;2017;1;1
FIAMBRERIAS Y DIETETICAS;160;2017;1;1
FIAMBRERIAS Y DIETETICAS;160;2017;2;1
HELADERIAS;25;2017;1;1
HELADERIAS;27;2017;1;1
HELADERIAS;31;2017;1;1
HELADERIAS;107;2017;1;1
HELADERIAS;118;2017;1;1
INDUMENTARIA;1;2017;1;1
INDUMENTARIA;2;2017;2;1
INDUMENTARIA;3;2017;1;1
INDUMENTARIA;4;2017;2;1
INDUMENTARIA;6;2017;1;1
INDUMENTARIA;9;2017;1;1
INDUMENTARIA;9;2017;2;1
INDUMENTARIA;13;2017;1;1
INDUMENTARIA;14;2017;1;1
INDUMENTARIA;16;2017;1;2
INDUMENTARIA;16;2017;2;1
INDUMENTARIA;17;2017;1;1
INDUMENTARIA;19;2017;1;1
INDUMENTARIA;19;2017;2;1
INDUMENTARIA;20;2017;1;3
INDUMENTARIA;20;2017;2;2
INDUMENTARIA;22;2017;1;1
INDUMENTARIA;24;2017;1;1
INDUMENTARIA;25;2017;1;1
INDUMENTARIA;26;2017;1;1
INDUMENTARIA;26;2017;2;1
INDUMENTARIA;27;2017;1;1
INDUMENTARIA;28;2017;1;2
INDUMENTARIA;30;2017;1;3
INDUMENTARIA;32;2017;1;1
INDUMENTARIA;32;2017;2;1
INDUMENTARIA;37;2017;1;1
INDUMENTARIA;40;2017;1;1
INDUMENTARIA;41;2017;1;2
INDUMENTARIA;41;2017;2;1
INDUMENTARIA;43;2017;1;1
INDUMENTARIA;45;2017;1;2
INDUMENTARIA;46;2017;1;1
INDUMENTARIA;46;2017;2;1
INDUMENTARIA;47;2017;1;1
INDUMENTARIA;48;2017;2;1
INDUMENTARIA;50;2017;1;1
INDUMENTARIA;50;2017;2;1
INDUMENTARIA;51;2017;1;1
INDUMENTARIA;55;2017;1;1
INDUMENTARIA;57;2017;1;2
INDUMENTARIA;58;2017;1;1
INDUMENTARIA;59;2017;2;1
INDUMENTARIA;60;2017;1;3
INDUMENTARIA;60;2017;2;1
INDUMENTARIA;62;2017;2;1
INDUMENTARIA;63;2017;1;1
INDUMENTARIA;64;2017;1;1
INDUMENTARIA;66;2017;1;1
INDUMENTARIA;66;2017;2;1
INDUMENTARIA;67;2017;1;1
INDUMENTARIA;67;2017;2;1
INDUMENTARIA;68;2017;1;2
INDUMENTARIA;68;2017;2;1
INDUMENTARIA;69;2017;1;2
INDUMENTARIA;69;2017;2;1
INDUMENTARIA;70;2017;1;1
INDUMENTARIA;70;2017;2;1
INDUMENTARIA;72;2017;1;2
INDUMENTARIA;73;2017;1;1
INDUMENTARIA;73;2017;2;1
INDUMENTARIA;74;2017;1;4
INDUMENTARIA;74;2017;2;1
INDUMENTARIA;77;2017;1;1
INDUMENTARIA;77;2017;2;1
INDUMENTARIA;78;2017;1;1
INDUMENTARIA;78;2017;2;1
INDUMENTARIA;79;2017;1;1
INDUMENTARIA;79;2017;2;1
INDUMENTARIA;80;2017;1;1
INDUMENTARIA;81;2017;1;1
INDUMENTARIA;84;2017;1;1
INDUMENTARIA;85;2017;1;1
INDUMENTARIA;87;2017;1;1
INDUMENTARIA;88;2017;1;1
INDUMENTARIA;88;2017;2;1
INDUMENTARIA;89;2017;1;1
INDUMENTARIA;90;2017;1;1
INDUMENTARIA;91;2017;1;1
INDUMENTARIA;94;2017;1;2
INDUMENTARIA;95;2017;1;2
INDUMENTARIA;95;2017;2;1
INDUMENTARIA;96;2017;1;1
INDUMENTARIA;96;2017;2;1
INDUMENTARIA;97;2017;2;1
INDUMENTARIA;98;2017;1;1
INDUMENTARIA;101;2017;1;1
INDUMENTARIA;101;2017;2;1
INDUMENTARIA;102;2017;1;1
INDUMENTARIA;102;2017;2;1
INDUMENTARIA;103;2017;1;1
INDUMENTARIA;103;2017;2;1
INDUMENTARIA;104;2017;1;1
INDUMENTARIA;104;2017;2;1
INDUMENTARIA;105;2017;1;2
INDUMENTARIA;105;2017;2;1
INDUMENTARIA;106;2017;1;4
INDUMENTARIA;108;2017;1;2
INDUMENTARIA;109;2017;1;1
INDUMENTARIA;110;2017;2;1
INDUMENTARIA;111;2017;1;1
INDUMENTARIA;112;2017;1;1
INDUMENTARIA;113;2017;1;1
INDUMENTARIA;113;2017;2;1
INDUMENTARIA;114;2017;1;1
INDUMENTARIA;115;2017;2;1
INDUMENTARIA;117;2017;1;1
INDUMENTARIA;117;2017;2;1
INDUMENTARIA;118;2017;1;3
INDUMENTARIA;118;2017;2;2
INDUMENTARIA;119;2017;1;1
INDUMENTARIA;120;2017;1;2
INDUMENTARIA;120;2017;2;1
INDUMENTARIA;121;2017;1;1
INDUMENTARIA;124;2017;1;1
INDUMENTARIA;124;2017;2;1
INDUMENTARIA;125;2017;2;1
INDUMENTARIA;126;2017;1;2
INDUMENTARIA;126;2017;2;1
INDUMENTARIA;127;2017;1;1
INDUMENTARIA;127;2017;2;1
INDUMENTARIA;128;2017;1;1
INDUMENTARIA;129;2017;1;1
INDUMENTARIA;130;2017;1;1
INDUMENTARIA;130;2017;2;1
INDUMENTARIA;131;2017;1;1
INDUMENTARIA;131;2017;2;1
INDUMENTARIA;132;2017;1;1
INDUMENTARIA;133;2017;1;1
INDUMENTARIA;134;2017;1;1
INDUMENTARIA;135;2017;1;1
INDUMENTARIA;135;2017;2;1
INDUMENTARIA;137;2017;1;1
INDUMENTARIA;138;2017;2;1
INDUMENTARIA;140;2017;2;1
INDUMENTARIA;141;2017;1;3
INDUMENTARIA;141;2017;2;2
INDUMENTARIA;142;2017;1;1
INDUMENTARIA;143;2017;1;1
INDUMENTARIA;144;2017;1;1
INDUMENTARIA;145;2017;1;1
INDUMENTARIA;145;2017;2;1
INDUMENTARIA;146;2017;1;1
INDUMENTARIA;146;2017;2;1
INDUMENTARIA;147;2017;1;1
INDUMENTARIA;148;2017;1;1
INDUMENTARIA;148;2017;2;1
INDUMENTARIA;149;2017;1;1
INDUMENTARIA;150;2017;1;1
INDUMENTARIA;150;2017;2;1
INDUMENTARIA;151;2017;1;5
INDUMENTARIA;151;2017;2;1
INDUMENTARIA;152;2017;1;4
INDUMENTARIA;152;2017;2;2
INDUMENTARIA;153;2017;1;1
INDUMENTARIA;153;2017;2;1
INDUMENTARIA;154;2017;2;1
INDUMENTARIA;156;2017;1;1
INDUMENTARIA;157;2017;1;1
INDUMENTARIA;158;2017;1;1
INDUMENTARIA;159;2017;1;1
INDUMENTARIA;159;2017;2;1
INDUMENTARIA;160;2017;1;1
INSTITUCIONES DEPORTIVAS;1;2017;2;1
INSTITUCIONES DEPORTIVAS;11;2017;1;1
INSTITUCIONES DEPORTIVAS;12;2017;1;1
INSTITUCIONES DEPORTIVAS;22;2017;1;1
INSTITUCIONES DEPORTIVAS;23;2017;1;1
INSTITUCIONES DEPORTIVAS;30;2017;1;1
INSTITUCIONES DEPORTIVAS;36;2017;1;1
INSTITUCIONES DEPORTIVAS;51;2017;2;1
INSTITUCIONES DEPORTIVAS;67;2017;1;1
INSTITUCIONES DEPORTIVAS;78;2017;1;1
INSTITUCIONES DEPORTIVAS;83;2017;1;1
INSTITUCIONES DEPORTIVAS;84;2017;1;1
INSTITUCIONES DEPORTIVAS;94;2017;1;1
INSTITUCIONES DEPORTIVAS;107;2017;1;1
INSTITUCIONES DEPORTIVAS;112;2017;1;1
INSTITUCIONES DEPORTIVAS;112;2017;2;1
INSTITUCIONES DEPORTIVAS;113;2017;2;1
INSTITUCIONES DEPORTIVAS;117;2017;1;1
INSTITUCIONES DEPORTIVAS;127;2017;1;1
INSTITUCIONES DEPORTIVAS;130;2017;1;1
INSTITUCIONES DEPORTIVAS;133;2017;1;1
INSTITUCIONES DEPORTIVAS;141;2017;1;1
INSTITUCIONES DEPORTIVAS;147;2017;1;1
INSTITUCIONES DEPORTIVAS;154;2017;1;1
INSTITUCIONES DEPORTIVAS;160;2017;1;1
INSTITUCIONES DEPORTIVAS;161;2017;1;1
INSUMOS PARA EL HOGAR;1;2017;1;1
INSUMOS PARA EL HOGAR;26;2017;1;1
INSUMOS PARA EL HOGAR;27;2017;1;1
INSUMOS PARA EL HOGAR;30;2017;1;1
INSUMOS PARA EL HOGAR;32;2017;1;1
INSUMOS PARA EL HOGAR;34;2017;1;1
INSUMOS PARA EL HOGAR;34;2017;2;1
INSUMOS PARA EL HOGAR;39;2017;1;1
INSUMOS PARA EL HOGAR;42;2017;2;1
INSUMOS PARA EL HOGAR;45;2017;1;1
INSUMOS PARA EL HOGAR;48;2017;1;1
INSUMOS PARA EL HOGAR;51;2017;1;1
INSUMOS PARA EL HOGAR;57;2017;1;1
INSUMOS PARA EL HOGAR;59;2017;1;1
INSUMOS PARA EL HOGAR;60;2017;1;1
INSUMOS PARA EL HOGAR;60;2017;2;1
INSUMOS PARA EL HOGAR;66;2017;2;1
INSUMOS PARA EL HOGAR;68;2017;1;1
INSUMOS PARA EL HOGAR;68;2017;2;1
INSUMOS PARA EL HOGAR;70;2017;1;1
INSUMOS PARA EL HOGAR;80;2017;1;1
INSUMOS PARA EL HOGAR;85;2017;1;1
INSUMOS PARA EL HOGAR;85;2017;2;1
INSUMOS PARA EL HOGAR;88;2017;1;1
INSUMOS PARA EL HOGAR;94;2017;1;1
INSUMOS PARA EL HOGAR;101;2017;1;1
INSUMOS PARA EL HOGAR;106;2017;1;1
INSUMOS PARA EL HOGAR;114;2017;1;1
INSUMOS PARA EL HOGAR;116;2017;1;1
INSUMOS PARA EL HOGAR;118;2017;1;1
INSUMOS PARA EL HOGAR;133;2017;1;1
INSUMOS PARA EL HOGAR;135;2017;2;1
INSUMOS PARA EL HOGAR;142;2017;2;1
INSUMOS PARA EL HOGAR;143;2017;1;1
INSUMOS PARA EL HOGAR;151;2017;2;1
INSUMOS PARA EL HOGAR;156;2017;1;1
INSUMOS PARA EL HOGAR;158;2017;1;1
INSUMOS PARA EL HOGAR;160;2017;1;1
KIOSCOS Y LOTERIAS;9;2017;1;1
KIOSCOS Y LOTERIAS;17;2017;1;1
KIOSCOS Y LOTERIAS;18;2017;1;1
KIOSCOS Y LOTERIAS;19;2017;1;1
KIOSCOS Y LOTERIAS;20;2017;2;1
KIOSCOS Y LOTERIAS;21;2017;1;1
KIOSCOS Y LOTERIAS;30;2017;1;1
KIOSCOS Y LOTERIAS;31;2017;1;1
KIOSCOS Y LOTERIAS;35;2017;2;1
KIOSCOS Y LOTERIAS;37;2017;1;1
KIOSCOS Y LOTERIAS;41;2017;1;1
KIOSCOS Y LOTERIAS;45;2017;1;1
KIOSCOS Y LOTERIAS;55;2017;2;1
KIOSCOS Y LOTERIAS;58;2017;1;1
KIOSCOS Y LOTERIAS;58;2017;2;1
KIOSCOS Y LOTERIAS;60;2017;1;1
KIOSCOS Y LOTERIAS;60;2017;2;1
KIOSCOS Y LOTERIAS;61;2017;1;1
KIOSCOS Y LOTERIAS;63;2017;2;1
KIOSCOS Y LOTERIAS;66;2017;1;2
KIOSCOS Y LOTERIAS;67;2017;2;1
KIOSCOS Y LOTERIAS;72;2017;1;1
KIOSCOS Y LOTERIAS;73;2017;1;1
KIOSCOS Y LOTERIAS;77;2017;2;1
KIOSCOS Y LOTERIAS;79;2017;1;1
KIOSCOS Y LOTERIAS;79;2017;2;1
KIOSCOS Y LOTERIAS;82;2017;1;1
KIOSCOS Y LOTERIAS;83;2017;1;1
KIOSCOS Y LOTERIAS;84;2017;1;1
KIOSCOS Y LOTERIAS;87;2017;1;1
KIOSCOS Y LOTERIAS;88;2017;1;2
KIOSCOS Y LOTERIAS;91;2017;1;1
KIOSCOS Y LOTERIAS;93;2017;1;1
KIOSCOS Y LOTERIAS;94;2017;1;1
KIOSCOS Y LOTERIAS;95;2017;1;1
KIOSCOS Y LOTERIAS;96;2017;1;1
KIOSCOS Y LOTERIAS;97;2017;1;1
KIOSCOS Y LOTERIAS;107;2017;1;1
KIOSCOS Y LOTERIAS;110;2017;1;1
KIOSCOS Y LOTERIAS;116;2017;1;1
KIOSCOS Y LOTERIAS;118;2017;1;1
KIOSCOS Y LOTERIAS;118;2017;2;1
KIOSCOS Y LOTERIAS;120;2017;1;1
KIOSCOS Y LOTERIAS;124;2017;1;1
KIOSCOS Y LOTERIAS;126;2017;1;1
KIOSCOS Y LOTERIAS;127;2017;1;1
KIOSCOS Y LOTERIAS;130;2017;1;1
KIOSCOS Y LOTERIAS;136;2017;1;1
KIOSCOS Y LOTERIAS;138;2017;2;1
KIOSCOS Y LOTERIAS;140;2017;1;1
KIOSCOS Y LOTERIAS;141;2017;1;1
KIOSCOS Y LOTERIAS;141;2017;2;1
KIOSCOS Y LOTERIAS;144;2017;1;1
KIOSCOS Y LOTERIAS;146;2017;1;1
KIOSCOS Y LOTERIAS;148;2017;1;1
KIOSCOS Y LOTERIAS;149;2017;1;1
KIOSCOS Y LOTERIAS;150;2017;1;1
KIOSCOS Y LOTERIAS;158;2017;1;1
KIOSCOS Y LOTERIAS;159;2017;2;1
MUSICA Y LIBRERIA;1;2017;1;1
MUSICA Y LIBRERIA;11;2017;1;1
MUSICA Y LIBRERIA;15;2017;1;1
MUSICA Y LIBRERIA;23;2017;1;1
MUSICA Y LIBRERIA;26;2017;2;1
MUSICA Y LIBRERIA;27;2017;1;1
MUSICA Y LIBRERIA;28;2017;1;1
MUSICA Y LIBRERIA;31;2017;1;1
MUSICA Y LIBRERIA;34;2017;1;1
MUSICA Y LIBRERIA;34;2017;2;1
MUSICA Y LIBRERIA;41;2017;1;1
MUSICA Y LIBRERIA;46;2017;1;1
MUSICA Y LIBRERIA;48;2017;1;1
MUSICA Y LIBRERIA;51;2017;2;1
MUSICA Y LIBRERIA;52;2017;1;1
MUSICA Y LIBRERIA;52;2017;2;1
MUSICA Y LIBRERIA;58;2017;2;1
MUSICA Y LIBRERIA;59;2017;2;1
MUSICA Y LIBRERIA;60;2017;1;1
MUSICA Y LIBRERIA;60;2017;2;1
MUSICA Y LIBRERIA;61;2017;1;1
MUSICA Y LIBRERIA;67;2017;1;1
MUSICA Y LIBRERIA;68;2017;1;1
MUSICA Y LIBRERIA;68;2017;2;1
MUSICA Y LIBRERIA;70;2017;1;1
MUSICA Y LIBRERIA;72;2017;2;1
MUSICA Y LIBRERIA;73;2017;2;1
MUSICA Y LIBRERIA;75;2017;2;1
MUSICA Y LIBRERIA;77;2017;1;1
MUSICA Y LIBRERIA;77;2017;2;1
MUSICA Y LIBRERIA;78;2017;1;1
MUSICA Y LIBRERIA;79;2017;2;1
MUSICA Y LIBRERIA;82;2017;1;1
MUSICA Y LIBRERIA;84;2017;1;1
MUSICA Y LIBRERIA;85;2017;2;1
MUSICA Y LIBRERIA;87;2017;1;1
MUSICA Y LIBRERIA;96;2017;1;1
MUSICA Y LIBRERIA;102;2017;1;1
MUSICA Y LIBRERIA;103;2017;1;1
MUSICA Y LIBRERIA;106;2017;1;2
MUSICA Y LIBRERIA;107;2017;1;1
MUSICA Y LIBRERIA;107;2017;2;1
MUSICA Y LIBRERIA;108;2017;1;1
MUSICA Y LIBRERIA;109;2017;2;1
MUSICA Y LIBRERIA;111;2017;1;1
MUSICA Y LIBRERIA;116;2017;1;1
MUSICA Y LIBRERIA;117;2017;1;1
MUSICA Y LIBRERIA;118;2017;1;1
MUSICA Y LIBRERIA;122;2017;1;1
MUSICA Y LIBRERIA;125;2017;1;1
MUSICA Y LIBRERIA;126;2017;1;1
MUSICA Y LIBRERIA;128;2017;1;1
MUSICA Y LIBRERIA;129;2017;1;1
MUSICA Y LIBRERIA;131;2017;2;1
MUSICA Y LIBRERIA;136;2017;1;1
MUSICA Y LIBRERIA;137;2017;1;1
MUSICA Y LIBRERIA;139;2017;2;1
MUSICA Y LIBRERIA;141;2017;1;1
MUSICA Y LIBRERIA;142;2017;1;1
MUSICA Y LIBRERIA;146;2017;1;1
MUSICA Y LIBRERIA;149;2017;2;1
MUSICA Y LIBRERIA;151;2017;1;1
MUSICA Y LIBRERIA;154;2017;1;1
MUSICA Y LIBRERIA;155;2017;1;1
MUSICA Y LIBRERIA;158;2017;1;1
MUSICA Y LIBRERIA;159;2017;1;1
OPTICA Y JOYERIAS;4;2017;1;1
OPTICA Y JOYERIAS;7;2017;1;1
OPTICA Y JOYERIAS;10;2017;1;1
OPTICA Y JOYERIAS;20;2017;2;1
OPTICA Y JOYERIAS;22;2017;1;1
OPTICA Y JOYERIAS;22;2017;2;1
OPTICA Y JOYERIAS;26;2017;1;1
OPTICA Y JOYERIAS;27;2017;1;1
OPTICA Y JOYERIAS;28;2017;1;1
OPTICA Y JOYERIAS;28;2017;2;1
OPTICA Y JOYERIAS;31;2017;1;1
OPTICA Y JOYERIAS;32;2017;1;1
OPTICA Y JOYERIAS;34;2017;1;1
OPTICA Y JOYERIAS;37;2017;1;1
OPTICA Y JOYERIAS;38;2017;1;1
OPTICA Y JOYERIAS;48;2017;2;1
OPTICA Y JOYERIAS;51;2017;1;1
OPTICA Y JOYERIAS;51;2017;2;1
OPTICA Y JOYERIAS;55;2017;1;1
OPTICA Y JOYERIAS;55;2017;2;1
OPTICA Y JOYERIAS;56;2017;1;1
OPTICA Y JOYERIAS;58;2017;1;1
OPTICA Y JOYERIAS;59;2017;1;1
OPTICA Y JOYERIAS;60;2017;1;2
OPTICA Y JOYERIAS;61;2017;1;1
OPTICA Y JOYERIAS;66;2017;1;1
OPTICA Y JOYERIAS;67;2017;1;1
OPTICA Y JOYERIAS;69;2017;1;1
OPTICA Y JOYERIAS;72;2017;1;1
OPTICA Y JOYERIAS;76;2017;1;1
OPTICA Y JOYERIAS;77;2017;1;1
OPTICA Y JOYERIAS;79;2017;1;1
OPTICA Y JOYERIAS;80;2017;1;1
OPTICA Y JOYERIAS;82;2017;1;1
OPTICA Y JOYERIAS;84;2017;2;1
OPTICA Y JOYERIAS;85;2017;1;1
OPTICA Y JOYERIAS;87;2017;1;1
OPTICA Y JOYERIAS;88;2017;1;1
OPTICA Y JOYERIAS;88;2017;2;1
OPTICA Y JOYERIAS;89;2017;1;1
OPTICA Y JOYERIAS;94;2017;1;2
OPTICA Y JOYERIAS;95;2017;1;1
OPTICA Y JOYERIAS;96;2017;1;1
OPTICA Y JOYERIAS;104;2017;2;1
OPTICA Y JOYERIAS;106;2017;1;1
OPTICA Y JOYERIAS;106;2017;2;1
OPTICA Y JOYERIAS;111;2017;1;1
OPTICA Y JOYERIAS;112;2017;1;1
OPTICA Y JOYERIAS;115;2017;2;1
OPTICA Y JOYERIAS;116;2017;2;1
OPTICA Y JOYERIAS;118;2017;1;1
OPTICA Y JOYERIAS;124;2017;1;1
OPTICA Y JOYERIAS;126;2017;1;1
OPTICA Y JOYERIAS;126;2017;2;1
OPTICA Y JOYERIAS;127;2017;1;1
OPTICA Y JOYERIAS;130;2017;1;1
OPTICA Y JOYERIAS;137;2017;1;1
OPTICA Y JOYERIAS;138;2017;1;1
OPTICA Y JOYERIAS;140;2017;1;1
OPTICA Y JOYERIAS;141;2017;1;1
OPTICA Y JOYERIAS;141;2017;2;1
OPTICA Y JOYERIAS;144;2017;1;1
OPTICA Y JOYERIAS;145;2017;1;1
OPTICA Y JOYERIAS;146;2017;1;1
OPTICA Y JOYERIAS;147;2017;1;1
OPTICA Y JOYERIAS;148;2017;1;1
OPTICA Y JOYERIAS;150;2017;1;1
OPTICA Y JOYERIAS;151;2017;1;1
OPTICA Y JOYERIAS;157;2017;1;1
OPTICA Y JOYERIAS;158;2017;1;1
OPTICA Y JOYERIAS;159;2017;1;1
OPTICA Y JOYERIAS;160;2017;1;1
PANADERIAS;16;2017;1;1
PANADERIAS;17;2017;1;1
PANADERIAS;22;2017;1;1
PANADERIAS;27;2017;2;1
PANADERIAS;33;2017;1;1
PANADERIAS;42;2017;1;1
PANADERIAS;43;2017;1;1
PANADERIAS;60;2017;1;1
PANADERIAS;76;2017;1;1
PANADERIAS;82;2017;1;1
PANADERIAS;90;2017;1;1
PANADERIAS;94;2017;1;1
PANADERIAS;95;2017;1;1
PANADERIAS;106;2017;1;1
PANADERIAS;111;2017;1;1
PANADERIAS;112;2017;1;1
PANADERIAS;126;2017;2;1
PANADERIAS;129;2017;1;1
PANADERIAS;131;2017;1;1
PANADERIAS;140;2017;1;1
PANADERIAS;146;2017;1;1
RESTAURANTES;22;2017;1;1
RESTAURANTES;51;2017;1;1
RESTAURANTES;51;2017;2;1
RESTAURANTES;60;2017;1;1
RESTAURANTES;66;2017;1;1
RESTAURANTES;77;2017;1;1
RESTAURANTES;77;2017;2;1
RESTAURANTES;79;2017;1;1
RESTAURANTES;82;2017;1;1
RESTAURANTES;89;2017;1;1
RESTAURANTES;94;2017;2;1
RESTAURANTES;95;2017;2;1
RESTAURANTES;105;2017;1;2
RESTAURANTES;115;2017;1;1
RESTAURANTES;117;2017;2;1
RESTAURANTES;118;2017;2;1
RESTAURANTES;131;2017;1;1
RESTAURANTES;139;2017;1;1
RESTAURANTES;140;2017;2;1
RESTAURANTES;141;2017;1;1
RESTAURANTES;141;2017;2;1
RESTAURANTES;150;2017;1;1
RESTAURANTES;151;2017;1;1
RESTAURANTES;157;2017;1;1
RESTAURANTES;157;2017;2;1
RESTAURANTES;159;2017;1;1
SALUD Y COSMETICA;6;2017;1;1
SALUD Y COSMETICA;7;2017;1;1
SALUD Y COSMETICA;11;2017;1;1
SALUD Y COSMETICA;16;2017;1;1
SALUD Y COSMETICA;17;2017;1;1
SALUD Y COSMETICA;19;2017;1;1
SALUD Y COSMETICA;20;2017;1;1
SALUD Y COSMETICA;21;2017;2;1
SALUD Y COSMETICA;22;2017;2;1
SALUD Y COSMETICA;23;2017;1;1
SALUD Y COSMETICA;24;2017;1;1
SALUD Y COSMETICA;24;2017;2;1
SALUD Y COSMETICA;26;2017;1;1
SALUD Y COSMETICA;27;2017;1;1
SALUD Y COSMETICA;30;2017;1;2
SALUD Y COSMETICA;32;2017;1;1
SALUD Y COSMETICA;34;2017;1;1
SALUD Y COSMETICA;35;2017;1;1
SALUD Y COSMETICA;35;2017;2;1
SALUD Y COSMETICA;39;2017;1;1
SALUD Y COSMETICA;39;2017;2;1
SALUD Y COSMETICA;40;2017;1;1
SALUD Y COSMETICA;48;2017;1;1
SALUD Y COSMETICA;50;2017;2;1
SALUD Y COSMETICA;51;2017;1;1
SALUD Y COSMETICA;53;2017;1;1
SALUD Y COSMETICA;54;2017;1;1
SALUD Y COSMETICA;55;2017;1;1
SALUD Y COSMETICA;56;2017;1;1
SALUD Y COSMETICA;58;2017;1;1
SALUD Y COSMETICA;58;2017;2;1
SALUD Y COSMETICA;59;2017;1;1
SALUD Y COSMETICA;59;2017;2;1
SALUD Y COSMETICA;60;2017;1;1
SALUD Y COSMETICA;60;2017;2;1
SALUD Y COSMETICA;61;2017;1;1
SALUD Y COSMETICA;61;2017;2;1
SALUD Y COSMETICA;62;2017;2;1
SALUD Y COSMETICA;66;2017;1;1
SALUD Y COSMETICA;67;2017;1;1
SALUD Y COSMETICA;69;2017;1;1
SALUD Y COSMETICA;71;2017;1;1
SALUD Y COSMETICA;72;2017;1;1
SALUD Y COSMETICA;73;2017;1;1
SALUD Y COSMETICA;74;2017;1;1
SALUD Y COSMETICA;74;2017;2;1
SALUD Y COSMETICA;75;2017;1;1
SALUD Y COSMETICA;77;2017;1;1
SALUD Y COSMETICA;78;2017;2;1
SALUD Y COSMETICA;79;2017;1;1
SALUD Y COSMETICA;79;2017;2;1
SALUD Y COSMETICA;80;2017;1;1
SALUD Y COSMETICA;83;2017;1;1
SALUD Y COSMETICA;85;2017;1;1
SALUD Y COSMETICA;87;2017;1;1
SALUD Y COSMETICA;87;2017;2;1
SALUD Y COSMETICA;88;2017;1;1
SALUD Y COSMETICA;89;2017;1;1
SALUD Y COSMETICA;90;2017;2;1
SALUD Y COSMETICA;92;2017;1;1
SALUD Y COSMETICA;94;2017;1;1
SALUD Y COSMETICA;95;2017;1;2
SALUD Y COSMETICA;96;2017;1;1
SALUD Y COSMETICA;96;2017;2;1
SALUD Y COSMETICA;97;2017;1;1
SALUD Y COSMETICA;98;2017;1;1
SALUD Y COSMETICA;98;2017;2;1
SALUD Y COSMETICA;101;2017;1;2
SALUD Y COSMETICA;102;2017;1;1
SALUD Y COSMETICA;102;2017;2;1
SALUD Y COSMETICA;103;2017;1;1
SALUD Y COSMETICA;106;2017;1;1
SALUD Y COSMETICA;106;2017;2;1
SALUD Y COSMETICA;110;2017;1;1
SALUD Y COSMETICA;112;2017;1;2
SALUD Y COSMETICA;116;2017;1;1
SALUD Y COSMETICA;116;2017;2;1
SALUD Y COSMETICA;117;2017;1;2
SALUD Y COSMETICA;119;2017;1;1
SALUD Y COSMETICA;125;2017;1;1
SALUD Y COSMETICA;127;2017;1;1
SALUD Y COSMETICA;129;2017;1;1
SALUD Y COSMETICA;130;2017;1;1
SALUD Y COSMETICA;131;2017;1;1
SALUD Y COSMETICA;132;2017;1;1
SALUD Y COSMETICA;134;2017;1;1
SALUD Y COSMETICA;135;2017;1;1
SALUD Y COSMETICA;137;2017;1;1
SALUD Y COSMETICA;137;2017;2;1
SALUD Y COSMETICA;138;2017;1;1
SALUD Y COSMETICA;141;2017;1;2
SALUD Y COSMETICA;141;2017;2;1
SALUD Y COSMETICA;142;2017;1;1
SALUD Y COSMETICA;142;2017;2;1
SALUD Y COSMETICA;143;2017;1;1
SALUD Y COSMETICA;143;2017;2;1
SALUD Y COSMETICA;144;2017;1;1
SALUD Y COSMETICA;146;2017;2;1
SALUD Y COSMETICA;149;2017;1;1
SALUD Y COSMETICA;150;2017;1;1
SALUD Y COSMETICA;152;2017;1;1
SALUD Y COSMETICA;159;2017;1;1
SALUD Y COSMETICA;160;2017;1;2
SALUD Y COSMETICA;160;2017;2;1
SALUD Y COSMETICA;161;2017;1;1
SALUD Y COSMETICA;161;2017;2;1
SUPERMERCADOS Y ALMACENES;4;2017;1;1
SUPERMERCADOS Y ALMACENES;11;2017;1;1
SUPERMERCADOS Y ALMACENES;16;2017;2;1
SUPERMERCADOS Y ALMACENES;17;2017;2;1
SUPERMERCADOS Y ALMACENES;20;2017;1;1
SUPERMERCADOS Y ALMACENES;21;2017;1;1
SUPERMERCADOS Y ALMACENES;22;2017;2;1
SUPERMERCADOS Y ALMACENES;23;2017;1;1
SUPERMERCADOS Y ALMACENES;24;2017;1;1
SUPERMERCADOS Y ALMACENES;24;2017;2;1
SUPERMERCADOS Y ALMACENES;25;2017;1;1
SUPERMERCADOS Y ALMACENES;26;2017;1;1
SUPERMERCADOS Y ALMACENES;27;2017;1;1
SUPERMERCADOS Y ALMACENES;31;2017;1;1
SUPERMERCADOS Y ALMACENES;32;2017;1;1
SUPERMERCADOS Y ALMACENES;34;2017;1;1
SUPERMERCADOS Y ALMACENES;35;2017;1;1
SUPERMERCADOS Y ALMACENES;37;2017;1;1
SUPERMERCADOS Y ALMACENES;38;2017;2;1
SUPERMERCADOS Y ALMACENES;40;2017;1;1
SUPERMERCADOS Y ALMACENES;45;2017;2;1
SUPERMERCADOS Y ALMACENES;51;2017;1;1
SUPERMERCADOS Y ALMACENES;51;2017;2;1
SUPERMERCADOS Y ALMACENES;55;2017;1;1
SUPERMERCADOS Y ALMACENES;55;2017;2;1
SUPERMERCADOS Y ALMACENES;56;2017;2;1
SUPERMERCADOS Y ALMACENES;59;2017;1;1
SUPERMERCADOS Y ALMACENES;60;2017;1;2
SUPERMERCADOS Y ALMACENES;61;2017;2;1
SUPERMERCADOS Y ALMACENES;62;2017;1;1
SUPERMERCADOS Y ALMACENES;63;2017;2;1
